city,state,population,metro_population,median_household_income,median_home_price,lat,lon,avg_temp_f,avg_temp_c,avg_high_f,avg_low_f,avg_summer_high_f,avg_winter_low_f,walkability_score,walkability_score_100,dist_airport_miles,nearest_airport,dist_zoo_miles,nearest_zoo,dist_theme_park_miles,nearest_theme_park,dist_natl_park_miles,nearest_natl_park,dist_natl_forest_miles,nearest_natl_forest,coastline_type,dist_coast_miles,elevation_ft,parks_within_100mi,nature_score,dist_state_park_miles,nearest_state_park,temp_range_f,has_winter,has_summer,has_spring_fall,seasons_count,seasons_score,nfl_teams,mlb_teams,nba_teams,nhl_teams,mls_teams,total_pro_teams,sports_score,environment_type
Stockton,CA,320804,816108.0,71612.0,382000.0,37.9577016,-121.290779,64.1,17.8,76.6,51.6,95.2,41.3,11.06,52.9,53.4,Sacramento,42.2,Sacramento Zoo CA,52.9,Six Flags Discovery Kingdom CA,87.0,Point Reyes NS,83.0,Eldorado NF CA,none,59.0,16.0,3.0,34.5,106.0,Point Lobos SP CA,53.9,False,True,True,2.0,50.0,1,1,1,1,1,5,50.0,valley
Corpus Christi,TX,317863,450187.0,64449.0,180900.0,27.7635302,-97.4033191,73.2,22.9,78.1,68.3,87.5,55.4,10.98,52.5,6.0,Corpus Christi,27.0,Connie Hagar Cottage Sanctuary,3.2,Hurricane Alley,50.5,Padre Island NS,232.6,Sam Houston NF TX,ocean,2.5,33.0,1.0,31.5,188.3,Garner SP TX,32.1,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Henderson,NV,317610,2398871.0,85311.0,427900.0,36.0319602,-114.9822716,69.4,20.8,80.0,58.7,103.0,39.2,11.82,56.9,10.2,McCarran Las Vegas,15.2,Las Vegas Springs Preserve NV,226.3,Disneyland CA,121.6,Death Valley NP,153.2,Kaibab NF AZ,none,238.9,1952.0,1.0,20.5,42.0,Valley of Fire SP NV,63.8,False,True,True,2.0,50.0,1,0,0,1,0,2,20.0,desert
Riverside,CA,314998,4744214.0,83448.0,485500.0,33.9824949,-117.374238,67.1,19.5,79.9,54.3,93.7,44.8,10.83,51.7,14.0,Ontario California,25.2,Orange County Zoo,6.2,Fiesta Village Family Fun Park,85.0,Joshua Tree NP,36.2,San Bernardino NF CA,none,53.9,860.0,7.0,47.0,40.7,Mount San Jacinto SP CA,48.9,False,True,True,2.0,50.0,2,2,2,1,2,9,90.0,desert
Newark,NJ,311549,19940274.0,46460.0,312300.0,40.735657,-74.1723667,54.6,12.6,62.5,46.7,82.5,28.2,12.58,60.9,3.2,Newark Liberty,6.1,Turtle Back Zoo,7.2,Nickelodeon Universe,53.4,Fire Island NS,258.7,Allegheny NF PA,ocean,9.4,46.0,7.0,40.0,32.3,Harriman State Park NY,54.3,True,True,True,4.0,100.0,0,0,0,1,0,1,10.0,coastal
St Paul,MN,311527,3757952.0,,,44.9497487,-93.0931028,46.1,7.8,54.7,37.5,81.7,9.8,9.18,43.1,7.8,Minneapolis-Saint Paul,3.6,Como Zoo MN,24.3,Valleyfair MN,244.4,Voyageurs NP,161.4,Chippewa NF MN,none,136.5,778.0,0.0,2.0,158.7,Effigy Mounds IA,71.9,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Santa Ana,CA,310227,12927614.0,84210.0,624000.0,33.7494951,-117.873221,65.2,18.4,75.2,55.2,82.9,47.8,12.22,59.1,5.1,John Wayne Orange County,1.8,Santa Ana Zoo at Prentice Park,4.8,Disney California Adventure,111.0,Channel Islands NP,38.6,Angeles NF CA,ocean,24.8,135.0,6.0,44.0,67.3,Torrey Pines SP CA,35.1,False,True,False,1.0,25.0,2,2,2,1,2,9,90.0,coastal
Cincinnati,OH,309317,2302815.0,49191.0,192000.0,39.1014537,-84.5124602,55.9,13.3,64.6,47.2,83.8,28.3,9.61,45.3,9.1,Cincinnati/Northern Kentucky,3.0,Cincinnati Zoo and Botanical Garden,14.5,Creation Museum,157.9,Mammoth Cave NP,116.0,Hoosier NF IN,none,191.2,577.0,0.0,7.0,157.1,Mammoth Cave Area KY,55.5,True,True,True,4.0,100.0,1,1,0,0,1,3,30.0,plains
Irvine,CA,307670,12927614.0,122948.0,1025700.0,33.6856969,-117.825981,64.5,18.1,74.2,54.7,81.6,47.3,12.22,59.1,2.5,John Wayne Orange County,4.1,Santa Ana Zoo at Prentice Park,1.0,Boomers! Irvine,111.5,Joshua Tree NP,43.5,Angeles NF CA,ocean,27.3,52.0,6.0,44.0,62.1,Torrey Pines SP CA,34.3,False,True,False,1.0,25.0,2,2,2,1,2,9,90.0,coastal
Orlando,FL,307573,2940513.0,66292.0,332700.0,28.5421218,-81.379045,73.3,22.9,81.2,65.4,87.3,55.0,10.19,48.4,8.8,Orlando,18.7,Central Florida Zoo FL,7.1,Universal Orlando FL,218.6,Biscayne NP,58.1,Ocala NF FL,none,60.4,115.0,1.0,14.5,108.2,Myakka River SP FL,32.3,False,True,False,1.0,25.0,0,0,1,0,1,2,20.0,lowlands
Pittsburgh,PA,302971,2429917.0,60187.0,171800.0,40.4406968,-80.0025666,53.7,12.1,62.4,45.1,82.3,26.5,10.49,49.9,12.6,Pittsburgh,1.0,National Aviary,4.9,Sandcastle Water Park,100.4,Cuyahoga Valley NP,95.6,Allegheny NF PA,none,107.1,778.0,4.0,23.0,33.3,McConnells Mill SP PA,55.8,True,True,True,4.0,100.0,1,1,0,1,0,3,30.0,hills
St Louis,MO,301578,2811927.0,,,38.6254063,-90.190009,57.0,13.9,65.9,48.1,85.8,27.2,8.58,39.9,12.9,St. Louis Lambert,5.5,St. Louis Zoo MO,27.5,Six Flags St. Louis MO,0.3,Gateway Arch NP,108.5,Shawnee NF IL,none,255.5,482.0,1.0,28.5,195.0,Starved Rock SP IL,58.6,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Greensboro,NC,299035,800722.0,55051.0,197200.0,36.0726355,-79.7919754,60.6,15.9,69.8,51.4,86.4,35.2,7.08,32.0,57.9,Raleigh-Durham,3.4,NH Farm,5.3,Wet 'n Wild Emerald Pointe Water Park,12.7,Blue Ridge Parkway,87.1,Jefferson NF VA,none,171.4,843.0,3.0,32.5,94.8,Cheraw SP SC,51.2,False,True,True,2.0,50.0,0,0,0,1,0,1,10.0,hills
Jersey City,NJ,292449,19940274.0,91151.0,500100.0,40.7215682,-74.047455,55.0,12.8,62.4,47.5,82.3,29.0,12.58,60.9,7.0,Newark Liberty,5.1,Central Park Zoo,6.0,Nickelodeon Universe,46.8,Fire Island NS,265.3,Allegheny NF PA,ocean,2.9,23.0,7.0,53.0,33.1,Harriman State Park NY,53.3,True,True,True,4.0,100.0,2,2,2,2,2,10,100.0,coastal
Anchorage,AK,291247,407213.0,95731.0,363800.0,61.2163129,-149.894852,37.6,3.1,44.2,31.0,68.5,11.0,9.9,46.8,4.5,Ted Stevens Anchorage,7.2,Alaska Zoo,35.7,Alaska State Fairgrounds,90.2,Kenai Fjords NP,65.2,Chugach NF AK,none,1320.7,128.0,4.0,37.0,15.5,Chugach SP AK,57.5,True,False,True,2.0,50.0,0,0,0,0,0,0,0.0,plains
Lincoln,NE,291082,350626.0,67846.0,230400.0,40.8088861,-96.7077751,53.3,11.8,62.5,44.1,86.1,19.7,12.06,58.2,54.5,Omaha Eppley,25.8,Lee G. Simmons Conservation Park & Wildlife Safari,34.5,Vala's Pumpkin Patch,356.8,Badlands NP,237.6,Nebraska NF,none,473.3,1181.0,0.0,0.0,324.7,Effigy Mounds IA,66.4,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Plano,TX,285494,8344032.0,105679.0,412500.0,33.0136764,-96.6925096,65.8,18.8,74.5,57.1,90.5,40.0,9.08,42.5,14.7,Dallas Love Field,16.9,Texas Discovery Gardens,4.7,Adventure Landing,234.4,Hot Springs NP,174.2,Sam Houston NF TX,none,276.1,650.0,0.0,2.0,280.2,Lost Maples SP TX,50.5,False,True,True,2.0,50.0,1,1,1,1,1,5,50.0,plains
Durham,NC,283506,620522.0,74710.0,316600.0,35.996653,-78.9018053,62.0,16.7,71.4,52.6,87.8,36.2,8.95,41.8,10.4,Raleigh-Durham,2.3,The Farmyard,2.3,Wheels Fun Park,61.5,Blue Ridge Parkway,121.6,Jefferson NF VA,none,138.7,410.0,1.0,15.5,105.7,Cheraw SP SC,51.6,False,True,True,2.0,50.0,0,0,0,1,0,1,10.0,plains
Buffalo,NY,278349,1160172.0,46184.0,132100.0,42.8864163,-78.8781493,50.0,10.0,56.6,43.4,76.9,24.7,11.25,53.9,8.3,Buffalo Niagara,3.8,Buffalo Zoo,10.7,Niagara Amusement Park & Splash World,177.2,Cuyahoga Valley NP,89.0,Allegheny NF PA,great_lakes,1.5,600.0,3.0,41.5,48.9,Letchworth SP NY,52.2,True,False,True,2.0,50.0,1,0,0,1,0,2,20.0,great_lakes
Chandler,AZ,275987,5186958.0,99374.0,423900.0,33.3062031,-111.841185,73.3,22.9,86.8,59.7,105.3,40.9,10.93,52.3,13.2,Phoenix Sky Harbor,37.0,Children's Petting Zoo,5.6,Golfland Sunsplash,85.4,Saguaro NP,59.3,Tonto NF AZ,none,313.9,1214.0,3.0,22.5,264.5,Anza Borrego SP CA,64.4,False,True,True,2.0,50.0,0,1,1,0,0,2,20.0,desert
Chula Vista,CA,275487,3298799.0,101984.0,647100.0,32.6400541,-117.084195,63.1,17.3,69.7,56.5,74.8,47.9,12.19,58.9,9.1,San Diego,7.7,San Diego Zoo,1.7,Pumpkin Station,109.2,Joshua Tree NP,50.7,Cleveland NF CA,ocean,7.9,79.0,4.0,42.0,21.9,Torrey Pines SP CA,26.9,False,False,False,1.0,25.0,0,1,0,0,1,2,20.0,coastal
Toledo,OH,270871,601396.0,45405.0,98800.0,41.6529143,-83.5378173,52.5,11.4,60.4,44.6,82.5,24.4,10.29,48.9,40.0,Detroit Metro,19.6,Herpetology Lab,19.5,Monroe County Fairgrounds,105.4,Cuyahoga Valley NP,190.2,Huron Manistee NF MI,great_lakes,44.7,587.0,0.0,16.0,181.2,Presque Isle SP PA,58.1,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,great_lakes
Madison,WI,269840,707606.0,74895.0,326600.0,43.07469,-89.3841663,48.5,9.2,56.6,40.4,81.1,15.9,9.86,46.6,75.9,Milwaukee Mitchell,1.7,Henry Vilas Zoo,5.1,Vitense Golfland,154.5,Indiana Dunes NP,190.6,Nicolet NF WI,none,75.3,928.0,2.0,24.0,27.5,Devil's Lake SP WI,65.2,True,True,True,4.0,100.0,0,1,1,0,0,2,20.0,plains
Gilbert,AZ,267918,5186958.0,115179.0,454300.0,33.3527632,-111.789037,74.1,23.4,87.0,61.1,105.5,43.0,10.1,47.9,13.9,Phoenix Sky Harbor,38.5,Children's Petting Zoo,3.7,Golfland Sunsplash,86.4,Saguaro NP,55.0,Tonto NF AZ,none,317.3,1237.0,3.0,22.5,266.0,Valley of Fire SP NV,62.5,False,True,True,2.0,50.0,0,1,1,0,0,2,20.0,desert
Reno,NV,264165,575110.0,73073.0,462100.0,39.5261788,-119.812658,54.0,12.2,64.9,43.1,88.2,28.8,10.09,47.8,3.0,Reno-Tahoe,0.8,Unknown,75.2,Lassen County Fairgrounds,108.5,Lassen Volcanic NP,40.0,Tahoe NF CA,none,183.5,4524.0,4.0,44.0,29.8,Lake Tahoe NV SP,59.4,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,mountains
Fort Wayne,IN,263886,462978.0,58233.0,152500.0,41.0799898,-85.1386015,52.3,11.3,60.7,43.9,82.6,23.9,9.61,45.3,94.6,Dayton,2.0,Fort Wayne Children's Zoo,79.9,Niles Scream Park,107.1,Indiana Dunes NP,202.4,Huron Manistee NF MI,none,129.3,781.0,0.0,7.0,108.1,Indiana Dunes SP IN,58.7,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
North Las Vegas,NV,262527,2398871.0,71774.0,340200.0,36.2005191,-115.1214745,69.9,21.1,81.1,58.8,104.0,39.2,11.83,57.0,8.2,McCarran Las Vegas,4.3,Animal Habitat,4.1,The Strat Thrill Rides,111.2,Death Valley NP,158.7,Kaibab NF AZ,none,244.1,1864.0,1.0,20.5,40.3,Valley of Fire SP NV,64.8,False,True,True,2.0,50.0,1,0,0,1,0,2,20.0,desert
St Petersburg,FL,258308,3424560.0,,,27.7712264,-82.6340259,74.8,23.8,81.0,68.7,87.4,58.4,10.47,49.8,15.4,Tampa,19.4,Tampa Lowry Park Zoo FL,22.5,Busch Gardens Tampa FL,202.0,Everglades NP,116.9,Ocala NF FL,ocean,4.5,16.0,1.0,28.5,44.4,Myakka River SP FL,29.0,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Lubbock,TX,257141,367109.0,58734.0,181600.0,33.5855677,-101.8470215,63.2,17.3,74.6,51.8,91.9,33.6,8.1,37.4,5.6,Lubbock,9.6,Unknown,1.0,Joyland Amusement Park,186.1,Carlsbad Caverns NP,215.2,Lincoln NF NM,none,478.3,3205.0,1.0,14.5,91.0,Palo Duro Canyon SP TX,58.3,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Irving,TX,256684,8344032.0,76686.0,259500.0,32.8295183,-96.9442177,66.9,19.4,75.9,57.9,92.0,40.7,9.08,42.5,5.5,Dallas Love Field,11.3,Texas Discovery Gardens,9.0,Six Flags Over Texas,253.3,Hot Springs NP,169.6,Sam Houston NF TX,none,275.6,515.0,0.0,2.0,261.2,Lost Maples SP TX,51.3,False,True,True,2.0,50.0,1,1,1,1,1,5,50.0,plains
Laredo,TX,255205,272823.0,60928.0,164400.0,27.5079211,-99.5069834,76.3,24.6,86.3,66.2,98.6,52.2,8.34,38.6,120.6,McAllen,1.0,Lamar Bruni Vergara Environmental Science Center,86.8,Unknown,135.5,Padre Island NS,327.2,Sam Houston NF TX,none,130.7,430.0,0.0,6.0,144.5,Garner SP TX,46.4,False,True,True,2.0,50.0,0,0,1,0,0,1,10.0,plains
Winston Salem,NC,249545,705187.0,,,36.0998131,-80.2440518,60.2,15.7,69.6,50.8,86.3,34.7,6.43,28.6,72.6,Charlotte Douglas,48.9,North Carolina Zoo NC,79.1,Carowinds NC,15.3,Blue Ridge Parkway,77.2,Jefferson NF VA,none,190.5,925.0,3.0,32.5,98.4,Cheraw SP SC,51.6,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,hills
Chesapeake,VA,249422,1794278.0,92703.0,339500.0,36.7168315,-76.2494453,62.1,16.7,70.2,53.9,86.1,37.8,8.98,42.0,17.9,Norfolk,27.6,Peninsula SPCA Petting Zoo,15.8,Ocean Breeze Fun Park,109.7,Assateague Island NS,207.7,George Washington NF VA,ocean,12.9,30.0,0.0,21.0,111.5,Assateague SP MD,48.3,False,True,True,2.0,50.0,1,1,1,1,1,5,50.0,coastal
Glendale,AZ,248325,5186958.0,66375.0,310000.0,33.5386858,-112.185994,74.3,23.5,86.0,62.5,104.9,43.6,10.1,47.9,12.4,Phoenix Sky Harbor,13.1,Children's Petting Zoo,4.5,Castles N' Coasters,110.3,Saguaro NP,68.7,Prescott NF AZ,none,296.4,1148.0,2.0,15.0,242.7,Valley of Fire SP NV,61.3,False,True,True,2.0,50.0,1,0,0,0,0,1,10.0,desert
Garland,TX,246018,8344032.0,71044.0,229000.0,32.912624,-96.6388833,66.4,19.1,74.6,58.2,90.6,41.0,9.08,42.5,13.2,Dallas Love Field,11.8,Texas Discovery Gardens,6.4,Celebration Station,234.9,Hot Springs NP,166.5,Sam Houston NF TX,none,268.7,554.0,0.0,2.0,276.8,Lost Maples SP TX,49.6,False,True,True,2.0,50.0,1,1,1,1,1,5,50.0,plains
Scottsdale,AZ,241361,5186958.0,104197.0,651800.0,33.4942189,-111.926018,74.7,23.7,86.1,63.2,104.8,44.6,10.1,47.9,6.1,Phoenix Sky Harbor,28.3,Children's Petting Zoo,4.0,Adventure Park,98.9,Saguaro NP,57.4,Tonto NF AZ,none,310.7,1270.0,3.0,22.5,253.5,Valley of Fire SP NV,60.2,False,True,True,2.0,50.0,0,1,1,0,0,2,20.0,desert
Norfolk,VA,238005,1794278.0,60998.0,254200.0,36.8493695,-76.2899539,62.3,16.8,69.3,55.2,85.3,38.8,10.02,47.5,15.6,Norfolk,18.6,Peninsula SPCA Petting Zoo,16.6,Ocean Breeze Fun Park,103.3,Assateague Island NS,200.4,George Washington NF VA,ocean,3.5,23.0,0.0,26.0,105.0,Assateague SP MD,46.5,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,coastal
Boise,ID,235684,845877.0,,,43.6166163,-116.200886,53.9,12.2,64.7,43.1,89.1,27.6,10.91,52.2,3.8,Boise,0.6,Zoo Boise,10.2,Wahooz,276.6,Grand Teton NP,43.9,Boise NF ID,none,393.4,2720.0,2.0,22.0,130.9,Hells Canyon NRA ID,61.5,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,foothills
Fremont,CA,230504,4648486.0,169023.0,1231500.0,37.5482697,-121.988571,60.6,15.9,69.3,51.9,78.9,44.5,7.25,32.9,13.2,San Jose,12.7,Barron Park Donkeys,1.4,Sky Zone,59.8,Point Reyes NS,130.1,Eldorado NF CA,ocean,12.1,59.0,4.0,45.0,72.5,Point Lobos SP CA,34.4,False,True,False,1.0,25.0,1,1,1,1,1,5,50.0,coastal
Spokane,WA,228989,604962.0,63316.0,286900.0,47.6571934,-117.42351,49.2,9.6,58.8,39.5,82.3,24.7,11.19,53.6,5.8,Spokane,11.3,Cat Tales Zoological Park,6.7,Wonderland Family Fun Center,185.6,Glacier NP,67.4,Idaho Panhandle NF,none,227.7,1896.0,3.0,29.5,22.5,Mt Spokane SP WA,57.6,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,mountains
Santa Clarita,CA,228673,12927614.0,116186.0,669200.0,34.4127963,-118.5538088,66.0,18.9,77.3,54.6,92.3,43.8,12.22,59.1,18.4,Burbank Hollywood,7.6,Wildlife Learning and Conservation Center,2.4,MB2 Entertainment,75.5,Channel Islands NP,32.6,Angeles NF CA,ocean,28.6,1168.0,2.0,42.0,114.4,Mount San Jacinto SP CA,48.5,False,True,True,2.0,50.0,2,2,2,1,2,9,90.0,coastal
Baton Rouge,LA,227470,882652.0,50155.0,217700.0,30.4494155,-91.1869659,69.1,20.6,76.9,61.3,87.8,47.5,6.43,28.6,63.8,New Orleans,8.0,Baton Rouge Zoo,0.6,13th Gate Necropolis,300.8,Hot Springs NP,186.4,Angelina NF TX,none,75.3,59.0,0.0,6.0,215.0,Gulf State Park AL,40.3,False,True,True,2.0,50.0,1,0,1,0,0,2,20.0,lowlands
Richmond,VA,226610,1370165.0,59606.0,308300.0,37.5385087,-77.43428,60.8,16.0,69.8,51.8,88.1,34.6,8.39,38.9,6.7,Richmond,2.5,Maymont Farm,8.5,Surge Adventure Park,85.3,Shenandoah NP,121.5,George Washington NF VA,none,67.0,177.0,1.0,23.5,102.7,Shenandoah SP VA,53.5,True,True,True,4.0,100.0,1,1,1,1,1,5,50.0,plains
Hialeah,FL,223109,6457988.0,49531.0,324300.0,25.8267775,-80.2814009,76.3,24.6,83.1,69.6,87.6,62.1,10.47,49.8,2.2,Miami,4.0,Unknown,7.2,Jungle Island,25.5,Biscayne NP,256.7,Ocala NF FL,ocean,11.5,13.0,4.0,48.0,69.9,Fakahatchee Strand SP FL,25.5,False,True,False,1.0,25.0,1,1,1,1,1,5,50.0,coastal
San Bernardino,CA,222101,4744214.0,61323.0,347100.0,34.1081621,-117.28946,66.4,19.1,79.0,53.8,93.7,43.4,10.83,51.7,101.4,McCarran Las Vegas,60.3,Big Bear Alpine Zoo,59.4,Big Bear Snow Play,81.3,Joshua Tree NP,28.8,San Bernardino NF CA,none,62.9,1063.0,7.0,47.0,40.0,Mount San Jacinto SP CA,50.3,False,True,True,2.0,50.0,2,2,2,1,2,9,90.0,desert
Tacoma,WA,219346,4145494.0,79085.0,415300.0,47.2455013,-122.438329,52.2,11.2,59.8,44.6,75.7,35.5,11.85,57.1,15.4,Seattle-Tacoma,5.7,Point Defiance Zoo & Aquarium,6.4,Wild Waves Theme Park,42.0,Mount Rainier NP,52.8,Olympic NF WA,ocean,4.2,102.0,8.0,67.0,52.8,Olympic SP WA,40.2,False,False,True,1.0,25.0,1,1,0,1,1,4,40.0,coastal
Modesto,CA,218464,556972.0,73375.0,381800.0,37.6393419,-120.9968892,65.2,18.4,78.2,52.2,98.5,40.8,12.02,58.0,54.7,San Jose,33.9,Micke Grove Zoo,33.8,Fun Town at Micke Grove,79.9,Pinnacles NP,91.0,Eldorado NF CA,none,66.7,98.0,5.0,40.5,93.1,Point Lobos SP CA,57.7,False,True,True,2.0,50.0,1,1,1,1,1,5,50.0,valley
Huntsville,AL,215006,542297.0,67874.0,236300.0,34.729847,-86.5859011,62.1,16.7,71.4,52.8,86.9,37.6,7.51,34.3,81.0,Birmingham,38.7,Wild Bird Viewing,4.1,Rocket Garden,171.5,Mammoth Cave NP,104.1,Talladega NF AL,none,317.7,627.0,3.0,16.5,58.4,DeSoto SP AL,49.3,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,hills
Des Moines,IA,214133,753913.0,62378.0,170700.0,41.5868654,-93.6249494,51.4,10.8,60.0,42.8,84.3,16.9,10.35,49.2,4.1,Des Moines,4.0,Cattle Tie-Outs,68.9,Unknown,273.8,Gateway Arch NP,323.3,Mark Twain NF MO,none,306.2,820.0,0.0,0.0,162.2,Effigy Mounds IA,67.4,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Yonkers,NY,211569,19940274.0,78208.0,456500.0,40.9312099,-73.8987469,54.3,12.4,61.8,46.8,82.2,28.3,11.25,53.9,10.7,LaGuardia New York,5.8,Bronx Zoo,1.2,The Brook at Tibbetts,43.6,Fire Island NS,269.6,Allegheny NF PA,ocean,16.8,85.0,7.0,53.0,21.3,Harriman State Park NY,53.9,True,True,True,4.0,100.0,2,2,2,2,2,10,100.0,coastal
Rochester,NY,211328,1057218.0,44156.0,111400.0,43.157285,-77.615214,50.1,10.1,57.5,42.8,78.8,23.8,9.44,44.4,58.5,Buffalo Niagara,3.5,Seneca Park Zoo,6.3,Seabreeze Amusement Park,240.6,Cuyahoga Valley NP,128.7,Allegheny NF PA,great_lakes,3.0,509.0,2.0,30.0,43.1,Letchworth SP NY,55.0,True,True,True,4.0,100.0,1,1,1,1,1,5,50.0,great_lakes
Moreno Valley,CA,208634,4744214.0,82637.0,421400.0,33.9375177,-117.2305791,64.8,18.2,76.7,53.0,91.6,42.8,10.09,47.8,22.8,Ontario California,28.2,Petting Zoo,8.8,Fiesta Village Family Fun Park,76.5,Joshua Tree NP,30.6,San Bernardino NF CA,none,51.8,1640.0,7.0,50.0,31.9,Mount San Jacinto SP CA,48.8,False,True,True,2.0,50.0,2,2,2,1,2,9,90.0,desert
Fayetteville,NC,208501,393812.0,53424.0,158500.0,35.0525759,-78.878292,64.1,17.8,72.9,55.3,87.5,39.7,6.69,29.9,57.1,Raleigh-Durham,11.9,Parkton Animal Oasis,34.5,White Lake Water Park,90.9,Blue Ridge Parkway,136.1,Francis Marion NF SC,none,85.0,131.0,2.0,28.0,62.9,Cheraw SP SC,47.8,False,True,True,2.0,50.0,0,0,0,1,0,1,10.0,plains
Fontana,CA,208393,4744214.0,93230.0,506600.0,34.0922947,-117.43433,66.7,19.3,78.1,55.3,93.5,45.0,12.22,59.1,9.9,Ontario California,27.3,Orange County Zoo,8.1,Fiesta Village Family Fun Park,89.3,Joshua Tree NP,35.4,Angeles NF CA,none,56.6,1237.0,7.0,47.0,46.7,Mount San Jacinto SP CA,48.5,False,True,True,2.0,50.0,2,2,2,1,2,9,90.0,desert
Columbus,GA,206922,324343.0,54561.0,168400.0,32.4610708,-84.9880449,66.9,19.4,76.2,57.6,89.9,43.4,9.16,42.9,87.6,Hartsfield-Jackson Atlanta,5.4,Oxbow Meadows Environmental Learning Center,51.4,Global Village Discovery Center,233.6,Great Smoky Mountains NP,82.5,Talladega NF AL,none,190.3,246.0,1.0,10.5,103.0,Stone Mountain SP GA,46.5,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,lowlands
Worcester,MA,206518,881248.0,63011.0,305600.0,42.2625621,-71.8018877,50.2,10.1,58.4,42.0,80.3,22.8,9.42,44.3,41.2,Logan Boston,1.7,Green Hill Park Farm Petting Zoo,19.1,Boston Paint Ball,95.4,Cape Cod NS,373.7,Allegheny NF PA,ocean,41.2,502.0,2.0,32.0,60.8,Mohawk Trail SP MA,57.5,True,True,True,4.0,100.0,1,1,1,1,1,5,50.0,coastal
Port St Lucie,FL,204851,556336.0,,,27.2939333,-80.3503283,75.3,24.1,82.0,68.7,87.8,60.1,10.47,49.8,44.9,Palm Beach,116.3,Zoo Miami FL,95.5,LEGOLAND Florida FL,124.8,Biscayne NP,164.0,Ocala NF FL,ocean,46.2,20.0,1.0,30.5,25.4,Jonathan Dickinson SP FL,27.7,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Little Rock,AR,202591,769258.0,58697.0,205800.0,34.7465071,-92.2896267,62.9,17.2,71.8,54.0,88.4,36.6,8.73,40.7,3.9,Little Rock,2.4,Little Rock Zoo,8.4,Big Rock Mini Golf & Fun Park,45.6,Hot Springs NP,83.0,Ozark NF AR,none,353.6,335.0,3.0,29.5,381.5,DeSoto SP AL,51.8,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,plains
Augusta,GA,202081,636760.0,,,33.4709714,-81.9748429,66.3,19.1,75.8,56.9,90.0,42.2,6.5,28.9,99.2,Greenville-Spartanburg,43.5,Eudora Wildlife Safari Park,63.3,Frankie's Fun Park,72.3,Congaree NP,70.9,Sumter NF SC,none,128.9,144.0,2.0,22.0,130.3,Stone Mountain SP GA,47.8,False,True,True,2.0,50.0,1,1,1,0,1,4,40.0,lowlands
Oxnard,CA,202063,835427.0,90409.0,587200.0,34.1976308,-119.180381,60.7,15.9,67.9,53.5,71.9,46.6,11.69,56.3,47.1,Burbank Hollywood,20.8,America's Teaching Zoo,4.5,Golf 'N' Stuff,36.7,Channel Islands NP,67.9,Angeles NF CA,ocean,41.3,59.0,2.0,39.0,140.6,Torrey Pines SP CA,25.3,False,False,False,1.0,25.0,2,2,2,1,2,9,90.0,coastal
Birmingham,AL,200733,1192583.0,42464.0,123000.0,33.5206824,-86.8024326,64.2,17.9,73.0,55.4,87.4,40.4,8.57,39.8,4.1,Birmingham,2.7,Birmingham Zoo,14.9,Alabama Adventure & Splash Adventure,237.6,Great Smoky Mountains NP,48.8,Talladega NF AL,none,233.6,614.0,2.0,19.0,96.5,DeSoto SP AL,47.0,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,hills
Montgomery,AL,200603,387885.0,54166.0,141900.0,32.3777111,-86.3090775,67.4,19.7,76.6,58.2,90.3,43.8,9.63,45.4,85.7,Birmingham,3.5,Montgomery Zoo,64.0,Majestic Caverns,275.4,Great Smoky Mountains NP,66.1,Talladega NF AL,none,168.3,210.0,1.0,8.5,151.9,DeSoto SP AL,46.5,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,lowlands
Frisco,TX,200509,8344032.0,144567.0,531400.0,33.1505998,-96.8238183,66.2,19.0,74.6,57.7,90.9,40.4,9.08,42.5,21.0,Dallas Love Field,26.1,Texas Discovery Gardens,2.9,Universal Kids Resort,237.1,Hot Springs NP,185.9,Sam Houston NF TX,none,288.2,692.0,0.0,2.0,283.1,Lost Maples SP TX,50.5,False,True,True,2.0,50.0,1,1,1,1,1,5,50.0,plains
